Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,CLTV
Male,53,No,No,No,No,0,Avalon,90704,33.391181,-118.421305,3699,No,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,0.0,0,13.48,171.23,3,Joined,No,2274
Male,29,Yes,No,No,No,0,Bellflower,90706,33.887676,-118.127289,72893,No,0,25,Offer C,Yes,3.58,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.5,516.3,0.0,0,89.5,605.8,4,Stayed,No,4761
Female,40,No,No,No,No,0,Harbor City,90710,33.798266,-118.300237,24660,No,0,41,Offer B,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364.0,0.0,0,1495.27,3859.27,5,Stayed,No,2994
Female,43,No,No,Yes,Yes,3,Lakewood,90715,33.841027,-118.078097,20890,Yes,10,71,Offer A,Yes,41.71,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.55,6239.05,0.0,0,2961.41,9200.46,4,Stayed,No,6009
Female,34,No,No,Yes,Yes,1,Hawaiian Gardens,90716,33.830431,-118.074071,14852,Yes,7,34,Offer C,Yes,49.58,No,Yes,Cable,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,60.8,2042.05,0.0,0,1685.72,3727.77,4,Stayed,No,4522
Male,62,No,No,No,No,0,Lomita,90717,33.794209,-118.317354,21065,No,0,29,Offer C,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0.0,0,1397.8000000000002,4204.9,5,Stayed,No,4580
Male,37,No,No,Yes,No,0,Paramount,90723,33.897122,-118.164432,55306,Yes,7,36,Offer C,No,0.0,No,Yes,Cable,23,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,35.35,1317.95,0.0,0,0.0,1317.95,4,Stayed,No,3314
Female,41,No,No,Yes,No,0,San Pedro,90731,33.736387,-118.284363,58639,Yes,3,46,Offer B,Yes,33.22,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.15,4594.65,0.0,130,1528.12,6252.77,3,Stayed,No,3517
Female,51,No,No,No,No,0,San Pedro,90732,33.744119,-118.31448,21279,No,0,58,Offer B,Yes,46.7,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6332.75,0.0,0,2708.6000000000004,9041.35,3,Stayed,No,5121
Male,54,No,No,No,No,0,Seal Beach,90740,33.75462,-118.071128,24180,No,0,39,Offer C,Yes,36.93,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,81.4,3213.75,0.0,0,1440.27,4654.02,4,Stayed,No,4104
Female,53,No,No,Yes,Yes,3,Surfside,90743,33.728273,-118.085304,174,Yes,8,52,Offer B,Yes,8.16,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.7,4976.15,0.0,0,424.32,5400.469999999999,3,Stayed,No,4415
Male,61,No,No,No,No,0,Carson,90746,33.859171,-118.252272,25566,No,0,1,Offer E,Yes,13.63,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.95,44.95,0.0,0,13.63,58.580000000000005,5,Joined,No,3256
Female,21,Yes,No,Yes,No,0,Long Beach,90802,33.752524,-118.210737,38427,Yes,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0.0,80,1166.2,8228.7,4,Stayed,No,4252
Female,21,Yes,No,No,No,0,Long Beach,90805,33.864622,-118.179626,91664,No,0,67,Offer A,Yes,8.71,Yes,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,1.31,0,583.57,6296.459999999999,4,Stayed,No,6322
Female,57,No,No,No,No,0,Long Beach,90806,33.802664,-118.179971,49647,No,0,1,Offer E,Yes,33.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,19.5,0.0,0,33.02,52.52,4,Joined,No,5279
Female,39,No,No,Yes,Yes,2,Long Beach,90808,33.823943,-118.111335,37417,Yes,6,30,Offer C,Yes,47.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,789.55,15.41,0,1416.3,2190.44,3,Stayed,No,5851
Female,58,No,No,Yes,No,0,Long Beach,90810,33.819814,-118.222416,35656,Yes,3,48,Offer B,Yes,1.02,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834.0,37.45,0,48.96,4845.51,5,Stayed,No,3468
Female,49,No,No,Yes,Yes,2,Long Beach,90813,33.781086,-118.199049,63136,Yes,9,55,Offer B,Yes,36.41,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.7,3131.8,34.16,0,2002.55,5100.1900000000005,3,Stayed,No,4149
Male,29,Yes,No,No,No,0,Long Beach,90815,33.797638,-118.11662,38902,No,0,37,Offer C,Yes,12.69,Yes,Yes,Fiber Optic,69,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,3369.25,17.5,50,469.53,3871.28,3,Stayed,No,3194
Female,64,No,No,Yes,No,0,Long Beach,90822,33.778436,-118.118648,425,Yes,1,31,Offer C,Yes,12.03,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,2674.15,11.37,0,372.93,3035.71,3,Stayed,No,4283
Male,46,No,No,No,No,0,Altadena,91001,34.196837,-118.142236,36243,No,0,4,Offer E,Yes,33.93,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,199.75,0.0,0,135.72,335.47,3,Stayed,No,3200
Male,49,No,No,Yes,Yes,2,Arcadia,91006,34.137319,-118.029837,30028,Yes,7,72,Offer A,Yes,27.93,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,3,Stayed,No,4185
Male,37,No,No,Yes,Yes,3,Duarte,91010,34.145695,-117.95982,27414,Yes,2,1,,Yes,34.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,19.7,0.0,0,34.28,53.98,5,Joined,No,2004
Male,47,No,No,Yes,Yes,1,Monrovia,91016,34.1528,-118.000482,41067,Yes,7,8,,Yes,10.36,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.3,411.6,15.02,0,82.88,479.46,4,Stayed,No,2545
Female,61,No,No,No,No,0,Montrose,91020,34.2112,-118.230625,7527,No,0,35,Offer C,Yes,23.77,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,21.1,741.0,14.23,0,831.9499999999999,1558.7199999999998,4,Stayed,No,5707
Female,57,No,No,Yes,Yes,2,Tujunga,91042,34.296574,-118.244839,26753,Yes,2,2,,Yes,35.42,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,31.9,0.0,0,70.84,102.74,3,Joined,No,2843
Female,43,No,No,No,No,0,Pasadena,91103,34.167465,-118.165327,27891,No,0,18,Offer D,Yes,11.36,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0.0,0,204.48,1550.23,4,Stayed,No,5033
Female,43,No,No,No,No,0,Pasadena,91104,34.165383,-118.123752,38460,No,0,23,,Yes,48.88,Yes,Yes,DSL,12,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.55,1843.05,19.63,0,1124.24,2947.66,3,Stayed,No,3127
Male,30,No,No,Yes,No,0,Pasadena,91106,34.139402,-118.128658,23742,Yes,9,70,Offer A,Yes,3.51,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1433.8,45.47,0,245.7,1634.03,5,Stayed,No,4442
Female,24,Yes,No,No,No,0,Pasadena,91107,34.159007,-118.087353,32369,No,0,4,,Yes,16.25,Yes,Yes,DSL,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65.0,239.63,4,Stayed,No,4288
Male,53,No,No,No,No,0,San Marino,91108,34.122671,-118.112911,13158,No,0,19,,Yes,29.52,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,865.85,22.55,0,560.88,1404.18,3,Stayed,No,4519
Female,61,No,No,No,No,0,Glendale,91201,34.17051,-118.289463,23981,No,0,18,,Yes,19.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0,358.74,1687.58,5,Stayed,No,4228
Male,51,No,No,No,No,0,Glendale,91204,34.136306,-118.26036,17015,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,3.34,0,1891.75,6424.26,4,Stayed,No,5022
Female,22,Yes,No,Yes,Yes,1,Glendale,91205,34.13658,-118.245839,41390,Yes,10,52,,Yes,2.44,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1078.75,17.05,0,126.88,1188.58,4,Stayed,No,4529
Male,46,No,No,No,No,0,Glendale,91206,34.162515,-118.203869,31297,No,0,9,,Yes,10.69,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,59.9,542.4,38.33,10,96.21,610.28,5,Stayed,No,5414
Female,46,No,No,Yes,No,0,Glendale,91207,34.182378,-118.262922,9864,Yes,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.1400000000003,3,Stayed,No,2068
Male,19,Yes,No,Yes,No,0,La Crescenta,91214,34.239636,-118.245259,29110,Yes,1,44,,Yes,29.61,No,Yes,DSL,48,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,3250.45,24.92,0,1302.84,4528.37,5,Stayed,No,3678
Female,34,No,No,No,No,0,Agoura Hills,91301,34.129058,-118.759788,25303,No,0,3,,No,0.0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,0,0.0,98.5,4,Joined,No,4699
Male,45,No,No,No,No,0,Calabasas,91302,34.130861,-118.68346,23661,No,0,2,,Yes,1.87,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46.6,87.9,0.0,0,3.74,91.64,4,Joined,No,5096
Male,53,No,No,No,No,0,Winnetka,91306,34.209532,-118.577563,43857,No,0,25,Offer C,Yes,17.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0,432.5,2344.21,4,Stayed,No,4815
Female,49,No,No,Yes,No,0,Newbury Park,91320,34.172071,-118.946262,37779,Yes,1,58,,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.3,5610.15,5.55,150,1240.04,6994.639999999999,3,Stayed,No,6166
Female,33,No,No,Yes,Yes,1,Newhall,91321,34.370378,-118.504118,30742,No,0,59,,Yes,13.27,Yes,Yes,DSL,15,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.45,4519.5,30.22,0,782.93,5272.21,4,Stayed,No,5978
Male,55,No,No,No,No,0,Northridge,91324,34.238208,-118.55029,25751,No,0,44,,No,0.0,No,Yes,Cable,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.0,2440.25,5.47,0,0.0,2434.78,3,Stayed,No,4256
Male,43,No,No,No,No,0,Northridge,91325,34.236683,-118.517588,32307,No,0,66,Offer A,Yes,33.02,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.25,6860.6,44.0,0,2179.32,8995.92,4,Stayed,No,4915
Male,45,No,No,Yes,Yes,3,Porter Ranch,91326,34.281911,-118.556218,28067,Yes,1,68,Offer A,Yes,35.89,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1377.7,28.98,0,2440.52,3789.24,3,Stayed,No,4165
Male,61,No,No,No,No,0,Pacoima,91331,34.255442,-118.421314,97318,No,0,9,,No,0.0,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0.0,0,0.0,190.25,5,Stayed,No,5473
Male,29,Yes,No,No,No,0,Reseda,91335,34.200175,-118.540958,68018,No,0,19,,Yes,11.42,Yes,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1651.95,49.38,0,216.98,1819.55,4,Stayed,No,5157
Male,20,Yes,No,No,No,0,San Fernando,91340,34.286131,-118.435969,33389,No,0,4,,Yes,41.94,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,78.3,0.0,0,167.76,246.06,3,Stayed,No,4987
Female,28,Yes,No,No,No,0,Sylmar,91342,34.321621,-118.399841,81986,No,0,70,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0.0,0,1212.4,9151.65,4,Stayed,No,6424
Male,44,No,No,No,No,0,North Hills,91343,34.238802,-118.482296,57017,No,0,1,Offer E,Yes,15.76,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0.0,0,15.76,60.66,3,Joined,No,2451
Female,51,No,No,No,No,0,Granada Hills,91344,34.291273,-118.505104,48867,No,0,8,,Yes,18.82,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,576.7,0.0,0,150.56,727.26,4,Stayed,No,2332
Male,24,Yes,No,No,No,0,Mission Hills,91345,34.266389,-118.459744,17112,No,0,53,,Yes,34.16,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1279.0,37.68,0,1810.48,3051.8,5,Stayed,No,4610
Male,33,No,No,Yes,Yes,2,Canyon Country,91351,34.422519,-118.420717,59259,Yes,1,11,,Yes,15.73,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,267.35,18.17,0,173.03,422.21,3,Stayed,No,4075
Male,48,No,No,Yes,Yes,3,Sun Valley,91352,34.231053,-118.338307,46639,Yes,1,60,,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,3,Stayed,No,5756
Male,64,No,No,No,No,0,Valencia,91354,34.457005,-118.573726,17846,No,0,17,,Yes,33.68,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0.0,0,572.56,1506.71,4,Stayed,No,3190
Male,34,No,No,No,No,0,Thousand Oaks,91360,34.214054,-118.88109,42526,No,0,1,Offer E,Yes,29.15,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,19.45,0.0,0,29.15,48.6,3,Joined,No,2133
Female,48,No,No,Yes,No,0,Thousand Oaks,91362,34.191842,-118.822796,33057,Yes,1,16,,Yes,46.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,314.45,26.83,0,749.76,1037.38,3,Stayed,No,4298
Female,33,No,No,Yes,Yes,2,Woodland Hills,91364,34.153733,-118.593408,25988,Yes,1,57,,Yes,17.01,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053.0,0.0,0,969.57,4022.57,3,Stayed,No,5660
Male,31,No,No,Yes,Yes,1,Woodland Hills,91367,34.178068,-118.615714,36123,Yes,1,37,,Yes,43.68,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,677.05,29.21,0,1616.16,2264.0,4,Stayed,No,5137
Female,56,No,No,Yes,No,0,Oak Park,91377,34.19225,-118.776874,14814,Yes,1,72,,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,8275.39,4,Stayed,No,4272
Female,53,No,No,No,No,0,Van Nuys,91406,34.195685,-118.490752,50047,No,0,17,,Yes,5.49,Yes,Yes,DSL,14,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.0,1108.0,33.67,0,93.33,1167.66,5,Stayed,No,4439
Female,63,No,No,No,No,0,Van Nuys,91411,34.17847,-118.459472,23646,No,0,16,,Yes,40.95,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.35,295.55,0.0,0,655.2,950.75,5,Stayed,No,2017
Female,57,No,No,No,No,0,Encino,91436,34.152875,-118.486056,13129,No,0,10,,Yes,2.84,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0.0,0,28.4,226.65,3,Stayed,No,5270
Male,53,No,No,Yes,Yes,1,Burbank,91502,34.177267,-118.31003,11517,Yes,1,64,,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,7602.57,4,Stayed,No,5543
Female,33,No,No,No,No,0,Burbank,91504,34.213049,-118.317651,25882,No,0,1,Offer E,Yes,18.0,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0.0,60,18.0,157.15,4,Joined,No,2742
Male,63,No,No,Yes,Yes,3,Burbank,91505,34.174215,-118.345928,29245,Yes,1,25,,Yes,36.17,No,Yes,DSL,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0.0,0,904.25,2259.7,5,Stayed,No,5854
Male,22,Yes,No,Yes,Yes,1,Burbank,91506,34.169706,-118.323548,18539,Yes,1,71,,Yes,33.69,No,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209.0,0.0,0,2391.99,9600.99,3,Stayed,No,5502
Female,63,No,No,Yes,Yes,1,North Hollywood,91602,34.15136,-118.364786,16996,Yes,1,72,,Yes,14.46,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0.0,0,1041.12,8767.470000000001,4,Stayed,No,5730
Female,57,No,No,Yes,No,0,Studio City,91604,34.139082,-118.39275,26157,Yes,6,49,,No,0.0,No,Yes,Cable,11,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0.0,0,0.0,2070.75,4,Stayed,No,5565
Male,62,No,No,Yes,Yes,3,North Hollywood,91605,34.207295,-118.400022,57146,Yes,6,29,,No,0.0,No,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0.0,0,0.0,1636.95,3,Stayed,No,5138
Male,59,No,No,Yes,No,0,North Hollywood,91606,34.187599,-118.387125,45358,Yes,5,72,,Yes,6.15,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0.0,0,442.8,8024.3,3,Stayed,No,5981
Female,42,No,No,No,No,0,Rancho Cucamonga,91701,34.132275,-117.611478,39064,No,0,50,,Yes,49.14,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.7,4729.75,0.0,140,2457.0,7326.75,4,Stayed,No,4164
Male,47,No,No,Yes,No,0,Azusa,91702,34.174493,-117.87068,57775,Yes,6,71,,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,6126.1,0.0,0,2491.3900000000003,8617.490000000002,3,Stayed,No,5350
Male,47,No,No,No,No,0,Chino Hills,91709,33.942895,-117.725644,66754,No,0,71,,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0.0,0,1176.47,7864.320000000001,3,Stayed,No,5319
Male,23,Yes,No,Yes,Yes,2,Chino,91710,33.990646,-117.663025,75319,Yes,2,61,,Yes,42.31,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,68.05,4158.25,0.0,0,2580.9100000000003,6739.16,4,Stayed,No,4436
Male,40,No,No,No,No,0,Covina,91723,34.084747,-117.886844,17554,No,0,68,,Yes,49.42,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0.0,0,3360.56,10509.91,3,Stayed,No,5228
Male,43,No,No,No,No,0,Covina,91724,34.08111,-117.853935,25068,No,0,62,,Yes,48.93,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.4,1429.65,0.0,0,3033.66,4463.31,4,Stayed,No,5822
Female,48,No,No,No,Yes,1,Rancho Cucamonga,91730,34.10097,-117.57882,51970,No,0,7,Offer E,Yes,28.5,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,472.65,0.0,10,199.5,682.15,5,Stayed,No,4668
Male,53,No,No,Yes,Yes,3,El Monte,91732,34.074492,-118.01462,62660,Yes,10,6,Offer E,Yes,1.57,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,113.5,0.0,0,9.42,122.92,4,Stayed,No,3461
Male,37,No,No,Yes,Yes,3,Rancho Cucamonga,91737,34.245289,-117.642503,23079,Yes,1,28,,Yes,13.19,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2,2568.15,0.0,0,369.32,2937.4700000000003,4,Stayed,No,5116
Male,27,Yes,No,No,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,12937,No,0,27,,Yes,47.65,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,470.0,0.0,0,1286.55,1756.55,4,Stayed,No,2176
Male,41,No,No,No,No,0,Glendora,91740,34.119363,-117.855059,25135,No,0,7,Offer E,Yes,30.04,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0.0,0,210.28,488.68,5,Stayed,No,3565
Male,33,No,No,No,No,0,La Puente,91746,34.038983,-117.991372,30802,No,0,63,,Yes,9.21,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,0.0,100,580.23,6505.73,3,Stayed,No,4616
Female,55,No,No,No,Yes,2,La Verne,91750,34.144703,-117.770299,35530,No,0,53,,Yes,14.54,Yes,Yes,Cable,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.6,4449.75,0.0,0,770.62,5220.37,5,Stayed,No,4733
Female,22,Yes,No,No,No,0,Monterey Park,91754,34.050322,-118.147037,33280,No,0,21,Offer D,Yes,6.12,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0.0,0,128.52,2084.92,3,Stayed,No,5324
Male,23,Yes,No,No,No,0,Monterey Park,91755,34.049172,-118.115022,26933,No,0,17,Offer D,Yes,25.91,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,310.6,0.0,0,440.47,751.07,5,Stayed,No,2221
Male,30,No,No,Yes,Yes,2,Mt Baldy,91759,34.231318,-117.662032,47,Yes,3,16,Offer D,Yes,27.24,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,290.55,0.0,0,435.84,726.39,3,Stayed,No,2856
Female,61,No,No,No,No,0,Ontario,91761,34.035602,-117.591528,56280,No,0,35,,Yes,2.15,No,Yes,DSL,7,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,0.0,0,75.25,2171.35,4,Stayed,No,5315
Female,27,Yes,No,Yes,Yes,3,Montclair,91763,34.072121,-117.698319,34447,Yes,9,28,,Yes,15.85,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,543.8,0.0,0,443.8,987.6,4,Stayed,No,3948
Female,30,No,No,No,No,0,Ontario,91764,34.074087,-117.605618,49474,No,0,1,Offer E,Yes,29.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.35,20.35,0.0,0,29.86,50.21,4,Joined,No,2183
Male,43,No,No,No,No,0,Diamond Bar,91765,33.992416,-117.807874,46532,No,0,59,,No,0.0,No,Yes,DSL,7,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51.7,3005.8,0.0,0,0.0,3005.8,3,Stayed,No,6107
Female,26,Yes,No,Yes,Yes,2,Pomona,91766,34.042286,-117.756106,69974,Yes,6,72,,Yes,18.14,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,0.0,0,1306.08,2929.23,5,Stayed,No,4152
Female,32,No,No,No,No,0,Pomona,91768,34.067932,-117.785168,36057,No,0,40,,Yes,11.56,No,Yes,DSL,26,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586.0,0.0,0,462.4,3048.4,3,Stayed,No,3885
Male,55,No,No,Yes,Yes,3,Rosemead,91770,34.065108,-118.082791,61623,Yes,4,40,,Yes,3.52,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,0.0,0,140.8,3433.1000000000004,3,Stayed,No,5370
